City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Zyryanka,65.75,150.85,-33.68,94,96,7.9,RU,1672606609
Kluczbork,50.9728,18.2182,49.73,80,98,9.48,PL,1672606611
San Anselmo,37.9747,-122.5616,63.12,49,0,13.8,US,1672606612
Jaciara,-15.9653,-54.9683,80.8,71,100,3.36,BR,1672606612
Benicarló,40.4165,0.4271,57.9,69,100,1.81,ES,1672606613
Yuncheng,35.0231,110.9928,32.68,32,81,2.55,CN,1672606613
Sarasota,27.167,-82.3332,82.92,91,0,5.75,US,1672606530
Maunabo,18.0072,-65.8993,80.47,84,12,10.98,PR,1672606614
Denpasar,-8.65,115.2167,80.26,83,20,11.5,ID,1672606321
Mandalgovi,45.7625,106.2708,-0.45,95,20,4.27,MN,1672606616
Luanda,-8.8368,13.2343,77.47,84,100,7.18,AO,1672606616
Energetik,51.7445,58.7934,6.51,97,96,2.71,RU,1672606617
Balkhash,46.844,74.9804,12.7,96,100,5.66,KZ,1672606618
Mitsamiouli,-11.3847,43.2844,80.74,77,91,8.43,KM,1672606618
Ballinrobe,53.6333,-9.2333,40.75,88,12,6.76,IE,1672606619
Tabuk,17.4189,121.4443,70.77,98,98,0.38,PH,1672606620
Solnechnyy,50.7214,136.6319,-9.36,99,100,1.77,RU,1672606620
Saint-Pierre,-21.3393,55.4781,76.68,69,20,4.61,RE,1672606621
Yamada,39.4667,141.95,29.46,59,13,18.97,JP,1672606622
Oussouye,12.485,-16.5469,74.14,69,78,4.94,SN,1672606622
Shache,38.4167,77.2406,20.44,39,0,3.67,CN,1672606623
Codrington,-38.2667,141.9667,65.21,85,32,7.76,AU,1672606624
Arrondissement de Langres,47.8333,5.3333,51.19,69,34,20.71,FR,1672606625
Mahabalipuram,12.6264,80.1722,77.05,71,5,6.91,IN,1672606511
Kabinda,-6.1333,24.4833,65.77,96,100,3.15,CD,1672606626
Tiksi,71.6872,128.8694,-33.56,100,91,6.31,RU,1672606627
Kahului,20.8947,-156.47,79.84,78,29,7.0,US,1672606627
Kargil,34.5667,76.1,-9.27,78,7,3.6,IN,1672606628
Westport,41.1415,-73.3579,53.19,55,16,5.01,US,1672606629
Mae Sai,20.4335,99.8762,58.12,87,22,2.28,TH,1672606630
Parrita,9.5201,-84.3225,87.26,76,66,5.44,CR,1672606631
Vallenar,-28.5708,-70.7581,80.92,29,0,11.16,CL,1672606632
Road Town,18.4167,-64.6167,80.64,74,40,6.91,VG,1672606549
Merritt,50.1123,-120.7942,37.81,94,92,0.89,CA,1672606633
Lethem,3.3803,-59.7968,84.67,63,87,7.34,GY,1672606634
Aborlan,9.4352,118.5492,77.31,90,100,9.26,PH,1672606635
Deputatsky,69.3,139.9,-17.18,98,100,3.85,RU,1672606612
Ambilobe,-13.2,49.05,74.75,89,93,3.04,MG,1672606636
Araguaína,-7.1911,-48.2072,78.67,79,100,2.64,BR,1672606637
Kupang,-10.1667,123.5833,80.31,85,100,19.64,ID,1672606638
Srandakan,-7.9386,110.2506,77.72,87,100,9.73,ID,1672606639
Tahe,52.3333,124.7333,-9.92,86,55,5.41,CN,1672606640
Chapaevsk,52.9813,49.7112,32.83,98,100,14.34,RU,1672606641
Kyshtovka,56.555,76.6271,-14.58,100,96,1.79,RU,1672606642
Swellendam,-34.0226,20.4417,67.37,83,5,12.33,ZA,1672606643
Russell,32.3502,-85.1999,75.38,58,27,3.56,US,1672606644
Poya,-21.35,165.15,77.27,75,67,5.17,NC,1672606645
Chibuto,-24.6867,33.5306,70.43,92,99,4.47,MZ,1672606646
Belyy Yar,53.6039,91.3903,-5.91,92,100,0.0,RU,1672606647
Meget,52.415,104.0494,-17.64,99,55,1.95,RU,1672606648
Billings Metropolitan Area,45.7833,-108.5007,40.51,61,100,5.01,US,1672606648
Dāmghān,36.1683,54.348,33.42,40,0,3.22,IR,1672606404
Gornyy Shchit,56.6881,60.5195,0.72,85,100,11.18,RU,1672606649
Soloneshnoye,51.6544,84.3197,11.19,92,98,3.94,RU,1672606650
Wagar,16.1525,36.2032,76.96,63,5,12.59,SD,1672606651
Lata,40.1629,-8.3327,52.92,95,100,4.09,PT,1672606652
Sisimiut,66.9395,-53.6735,-2.52,87,88,10.36,GL,1672606653
Esmeraldas,-19.7625,-44.3139,76.24,87,81,5.14,BR,1672606653
Caernarfon,53.1413,-4.2702,45.77,33,60,9.22,GB,1672606654
Payakumbuh,-0.2202,100.6308,67.53,97,99,2.28,ID,1672606655
Porto Santo,33.072,-16.3415,61.18,77,40,14.97,PT,1672606655
Songea,-10.6833,35.65,67.35,94,20,5.75,TZ,1672606656
Caravelas,-17.7125,-39.2481,76.48,80,5,6.22,BR,1672606656
Māngrol,21.1167,70.1167,65.73,40,17,11.77,IN,1672606584
Semey,50.4111,80.2275,8.2,91,39,6.49,KZ,1672606657
Storforshei,66.4043,14.5233,35.38,86,75,10.36,NO,1672606659
Kribi,2.95,9.9167,80.76,72,10,10.47,CM,1672606659
Requena,39.4883,-1.1004,42.51,50,100,1.83,ES,1672606660
Jieshi,22.8134,115.8257,61.3,77,97,8.1,CN,1672606661
Hīt,33.6416,42.8251,51.89,38,87,7.94,IQ,1672606661
Markala,13.7021,-6.0659,74.5,12,50,8.81,ML,1672606662
Bilibino,68.0546,166.4372,-31.92,99,100,0.27,RU,1672606663
Miandrivazo,-19.5167,45.4667,74.48,88,100,2.86,MG,1672606663
Phang Nga,8.4509,98.5298,75.24,92,93,4.5,TH,1672606664
Manuk Mangkaw,4.8,119.85,80.94,81,100,8.46,PH,1672606665
Mt. Pleasant,32.7941,-79.8626,71.1,87,75,6.91,US,1672606665
Kiryat Gat,31.61,34.7642,63.28,100,96,31.05,IL,1672606382
Egvekinot,66.3167,-179.1667,-18.33,89,20,13.65,RU,1672606666
Zyryanskoye,56.8306,86.6258,14.5,90,95,11.41,RU,1672606667
Prieska,-29.6641,22.7474,86.41,23,94,4.81,ZA,1672606668
Bonito,-21.1211,-56.4819,86.11,59,88,4.83,BR,1672606669
Aras,42.5617,-2.356,52.23,66,0,4.61,ES,1672606670
Kamenka,51.3223,42.7678,40.06,97,100,16.17,RU,1672606670
Ballarat,-37.5662,143.8496,72.57,67,97,8.01,AU,1672606529
Tocopilla,-22.092,-70.1979,71.04,71,57,10.92,CL,1672606672
Kropotkin,45.4375,40.5756,46.74,84,98,17.74,RU,1672606673
Warwick,41.7001,-71.4162,51.26,61,40,10.36,US,1672606608
Iracoubo,5.4802,-53.2011,75.63,90,100,9.01,GF,1672606674
High Level,58.5169,-117.136,1.51,92,20,3.44,CA,1672606674
Mackay,-21.15,149.2,76.68,67,90,15.32,AU,1672606675
Narsaq,60.9167,-46.05,-6.88,66,6,6.49,GL,1672606676
Salalah,17.0151,54.0924,73.0,43,88,5.91,OM,1672606538
Leticia,-4.2153,-69.9406,86.05,70,75,8.05,CO,1672606678
Bāpatla,15.9,80.4667,73.65,82,0,5.79,IN,1672606678
Provincia di Pistoia,43.9667,10.8333,50.92,89,97,1.77,IT,1672606679
Dayong,25.0209,118.2898,59.58,76,100,3.56,CN,1672606679
Mānikganj,23.8553,90.0125,66.18,55,0,4.43,BD,1672606680
Mount Gambier,-37.8333,140.7667,62.31,79,28,5.79,AU,1672606681
Monrovia,6.3005,-10.7969,76.77,75,4,7.96,LR,1672606682
Japura,-0.3167,102.35,71.56,98,100,1.59,ID,1672606683
Cockburn Town,21.4612,-71.1419,80.56,65,40,11.5,TC,1672606389
Conceição do Araguaia,-8.2578,-49.2647,82.06,75,65,2.28,BR,1672606684
Sørland,67.667,12.6934,42.66,72,92,32.03,NO,1672606685
Niksar,40.5917,36.9517,41.22,55,0,3.83,TR,1672606686
Aguascalientes,21.8833,-102.3,71.85,23,0,15.21,MX,1672606686
Harboøre,56.6175,8.1807,43.14,94,100,16.49,DK,1672606687
Morant Bay,17.8815,-76.4093,86.7,75,19,5.68,JM,1672606688
Anadyr,64.75,177.4833,-29.67,98,67,8.79,RU,1672606688
Wonthaggi,-38.6044,145.5913,66.47,87,98,6.6,AU,1672606689
Utmanzai,34.188,71.7629,45.21,25,0,2.42,PK,1672606690
Blagoyevo,63.3667,47.9167,28.92,97,100,5.39,RU,1672606690
Nueva Guinea,11.6876,-84.4562,77.58,84,53,11.61,NI,1672606691
Ugoofaaru,5.6667,73.0,79.36,72,68,7.49,MV,1672606692
Aykhal,66.0,111.5,-7.78,86,99,7.63,RU,1672606693
Nantucket,41.2835,-70.0995,52.14,79,16,16.15,US,1672606693
Atherton,53.5237,-2.4935,46.04,88,63,1.99,GB,1672606694
Kieta,-6.2167,155.6333,81.68,78,53,7.27,PG,1672606695
Gornopravdinsk,60.05,69.9,-8.5,97,98,5.75,RU,1672606696
Boguchany,58.3814,97.4531,-6.47,92,99,2.13,RU,1672606697
Chegdomyn,51.1167,133.0167,-33.39,100,97,1.99,RU,1672606698
Muisne,0.6,-80.0333,78.75,72,48,9.46,EC,1672606699
Atar,20.5169,-13.0499,75.42,17,0,8.46,MR,1672606699
Zaraza,9.3503,-65.3245,86.23,50,33,11.74,VE,1672606700
Española,35.9911,-106.0806,50.85,53,100,5.3,US,1672606701
Smirnykh,49.75,142.8333,-17.36,89,86,5.88,RU,1672606701
Muzhi,65.3667,64.6667,-19.05,98,100,5.14,RU,1672606702
Kamaishi,39.2667,141.8833,29.14,69,49,18.52,JP,1672606703
Sobolevo,54.4299,31.8996,43.05,98,100,20.0,RU,1672606704
Zapotiltic,19.6167,-103.4333,74.93,39,42,8.68,MX,1672606583
Itanhém,-17.1664,-40.33,73.56,89,18,9.8,BR,1672606705
Ariquemes,-9.9133,-63.0408,80.35,87,72,4.34,BR,1672606706
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,96.73,31,78,7.0,AR,1672606706
Enid,36.3956,-97.8784,62.28,48,75,8.05,US,1672606652
Chuguyevka,44.1653,133.8633,-3.84,93,100,7.96,RU,1672606707
Niamey,13.5137,2.1098,73.69,14,6,6.91,NE,1672606708
Meulaboh,4.1363,96.1285,74.14,91,66,4.0,ID,1672606469
Tarauacá,-8.1614,-70.7656,74.14,97,99,4.59,BR,1672606709
Salmon Arm,50.6998,-119.3024,37.31,97,100,0.65,CA,1672607095
Puerto El Triunfo,13.2833,-88.55,84.2,60,23,8.14,SV,1672606710
Aldan,58.6031,125.3894,-6.29,97,100,11.88,RU,1672606533
Shenjiamen,29.9576,122.298,50.11,64,100,13.62,CN,1672606712
Zhigansk,66.7697,123.3711,-12.82,97,100,10.76,RU,1672606712
Conde,-7.2597,-34.9075,80.06,83,75,13.8,BR,1672606713
Kodinsk,58.6881,99.1844,-23.94,99,83,3.49,RU,1672606713
Kudat,6.8837,116.8477,80.53,89,20,2.3,MY,1672606714
